Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,days_count,Burn Rate
1,0,1,2,4.0,5.5,4892,0.5
0,1,1,2,4.0,5.8,4897,0.4
0,0,0,2,4.0,6.8,4857,0.45
0,1,0,2,5.0,8.0,4719,0.66
0,1,1,2,4.0,5.6,4979,0.45
1,0,1,1,3.0,5.5,4794,0.37
0,0,1,2,2.0,3.1,5003,0.23
0,0,0,3,5.0,7.4,4995,0.53
0,0,1,4,8.0,7.2,4863,0.62
1,0,0,2,4.0,7.4,4854,0.53
1,1,1,0,1.0,3.5,4793,0.24
0,0,0,3,5.0,5.9,4875,0.54
1,1,1,2,4.0,5.6,4823,0.36
0,1,1,1,2.0,0.0,5016,0.0
1,0,1,1,2.0,3.3,4916,0.14
1,0,1,3,5.0,5.8,4935,0.45
0,1,0,2,5.0,6.9,4744,0.57
1,1,1,1,2.0,5.9,4813,0.28
0,1,1,2,4.0,7.5,4760,0.53
0,0,0,3,7.0,8.5,4752,0.73
1,0,0,1,3.0,4.5,5052,0.38
1,0,1,1,3.0,6.2,4983,0.41
1,1,0,2,5.0,8.8,4984,0.8
1,1,0,4,6.0,6.1,4885,0.6
1,1,0,0,1.0,0.6,5030,0.0
0,1,0,4,7.0,7.3,4828,0.75
1,1,0,3,6.0,8.5,4871,0.65
0,1,1,1,2.0,5.1,4773,0.29
1,1,1,2,3.0,6.5,4775,0.45
1,1,0,3,6.0,8.0,4812,0.69
1,1,0,1,4.0,5.9,4786,0.43
0,1,1,1,4.0,5.2,5021,0.45
0,1,0,2,5.0,5.8,4860,0.39
1,1,1,2,4.0,5.0,4786,0.37
1,1,1,1,1.0,3.2,4834,0.22
1,1,0,2,5.0,6.5,5007,0.63
0,0,0,4,8.0,6.5,5043,0.52
1,0,1,0,4.0,3.1,4989,0.11
1,0,0,3,6.0,5.9,4941,0.42
1,1,0,1,4.0,3.7,4922,0.22
0,1,0,2,5.0,5.7,4815,0.53
0,1,0,3,7.0,6.5,4834,0.52
1,1,1,1,2.0,2.4,4813,0.19
0,0,1,3,6.0,7.7,5047,0.56
1,0,1,3,5.0,6.3,4939,0.5
0,0,0,3,4.0,7.0,5066,0.5
1,1,1,1,4.0,4.8,4814,0.38
0,1,0,2,4.0,5.9,5000,0.51
0,1,1,2,4.0,3.9,4961,0.24
1,1,1,2,5.0,4.4,4903,0.36
1,1,1,2,3.0,4.6,4747,0.39
1,1,1,1,2.0,4.4,4803,0.27
1,1,0,2,5.0,4.5,4758,0.37
1,0,0,3,5.0,6.5,5062,0.57
1,0,0,1,4.0,4.6,4919,0.32
0,0,1,3,4.0,5.4,4951,0.45
1,1,1,2,5.0,7.9,4979,0.64
1,1,0,4,8.0,6.5,5069,0.55
0,0,1,1,3.0,5.1,4740,0.37
0,1,0,2,6.0,6.7,4969,0.54
1,1,1,1,2.0,2.1,4896,0.17
1,1,0,2,4.0,4.8,4706,0.41
1,1,0,2,6.0,6.0,4830,0.54
0,1,1,4,8.0,5.9,4977,0.59
0,0,1,3,8.0,7.9,5014,0.7
0,1,1,3,7.0,7.3,4790,0.75
0,1,0,5,8.0,9.1,4907,0.79
1,1,0,3,5.0,7.1,5044,0.57
0,1,1,1,2.0,3.5,4909,0.25
0,1,0,3,6.0,8.3,4885,0.73
0,1,1,4,7.0,9.5,5014,0.86
0,1,1,3,6.0,8.8,4868,0.89
1,0,0,0,1.0,2.8,4959,0.2
0,1,0,3,6.0,7.2,4859,0.62
1,1,1,2,4.0,6.3,4787,0.43
0,0,0,3,6.0,5.9,4841,0.56
1,0,1,4,8.0,9.0,4871,0.81
1,0,0,3,5.0,5.9,4964,0.57
1,1,1,3,5.0,6.4,4785,0.45
0,1,1,0,1.0,3.2,5024,0.18
1,1,0,2,6.0,7.3,4810,0.58
1,1,0,5,4.0,8.9,4719,0.82
1,0,1,1,3.0,4.9,4786,0.44
1,1,0,1,2.0,5.7,4795,0.37
1,1,1,2,4.0,7.1,5063,0.65
0,1,0,4,7.0,7.5,4710,0.65
1,1,0,4,8.0,9.7,4896,0.86
1,1,0,3,6.0,7.8,4871,0.61
1,1,0,2,5.0,7.1,4750,0.55
1,1,0,3,6.0,5.9,4945,0.67
1,1,1,1,4.0,5.4,4926,0.46
0,1,1,2,4.0,4.3,4805,0.25
1,0,1,2,3.0,3.1,4948,0.25
1,1,0,3,6.0,7.0,4825,0.67
0,1,1,2,3.0,5.9,4952,0.24
0,1,0,1,5.0,6.2,5058,0.55
1,0,1,3,6.0,7.3,5042,0.56
1,0,1,3,5.0,5.9,4855,0.66
1,0,0,0,1.0,5.9,4997,0.26
0,1,0,4,7.0,8.8,5028,0.71
1,1,0,2,5.0,5.6,4836,0.52
1,0,1,0,1.0,3.0,4762,0.1
1,1,1,2,4.0,5.0,4858,0.26
1,1,1,2,3.0,7.1,4964,0.49
0,1,0,3,5.0,4.1,4792,0.35
1,1,0,3,6.0,6.7,4877,0.61
1,0,1,0,1.0,3.9,4721,0.25
1,1,1,3,7.0,6.8,4897,0.58
0,0,1,1,3.0,4.2,5042,0.28
1,0,1,3,4.0,5.7,4845,0.5
1,1,1,2,2.0,3.6,4778,0.25
0,0,1,1,3.0,5.9,4963,0.44
0,0,1,3,4.0,7.0,5041,0.48
0,0,0,3,4.0,5.0,4804,0.38
1,1,1,0,1.0,2.3,4953,0.16
0,1,0,2,5.0,4.2,4970,0.34
1,1,1,2,4.0,6.2,4866,0.56
0,1,1,1,3.0,5.1,4845,0.3
1,1,1,1,3.0,4.9,4823,0.4
1,1,1,3,5.0,5.8,4748,0.49
0,1,0,3,6.0,7.4,4793,0.61
0,1,1,3,4.0,4.9,4796,0.43
0,1,0,4,7.0,5.9,5050,0.65
0,1,0,2,4.0,5.9,4729,0.64
1,1,0,3,7.0,6.8,4999,0.54
0,0,1,1,3.0,5.9,4879,0.41
1,0,1,3,5.0,7.1,4993,0.64
1,1,1,3,5.0,4.6,4933,0.37
0,0,0,3,8.0,5.9,5007,0.71
0,0,0,4,7.0,8.9,4998,0.75
0,0,1,1,3.0,3.9,4986,0.31
0,1,1,1,3.0,4.0,4877,0.24
0,1,0,3,6.0,6.2,4795,0.54
0,0,1,3,6.0,6.6,5026,0.48
0,1,1,2,4.0,5.7,4718,0.43
1,1,0,0,1.0,0.6,4818,0.0
1,1,1,1,2.0,6.0,4881,0.48
1,1,1,2,4.0,5.7,4803,0.38
1,1,1,2,4.0,5.0,5036,0.38
1,1,0,2,2.0,3.6,4789,0.23
1,0,1,2,4.0,7.8,4989,0.69
0,1,1,0,1.0,3.5,4911,0.23
0,1,1,0,1.0,2.7,4952,0.1
0,1,0,4,9.0,7.7,4772,0.81
1,0,1,4,4.0,7.2,4987,0.63
0,1,0,1,2.0,5.7,4839,0.39
0,1,0,3,6.0,7.0,4888,0.53
1,1,0,3,7.0,6.3,4765,0.59
0,0,0,3,7.0,8.1,4816,0.61
1,1,0,1,1.0,3.4,4908,0.18
1,1,1,1,4.0,6.2,4725,0.42
0,1,0,4,7.0,8.2,4721,0.73
0,0,0,4,6.0,7.7,5015,0.69
1,0,0,2,5.0,6.2,4733,0.45
1,1,0,3,7.0,7.7,4961,0.58
1,1,1,2,2.0,4.6,4804,0.22
0,1,0,4,7.0,5.9,4819,0.56
1,0,0,0,1.0,3.1,5028,0.25
1,0,0,2,4.0,2.7,4897,0.15
0,0,1,1,2.0,5.7,5044,0.33
1,1,1,1,4.0,4.2,4922,0.37
1,1,0,4,7.0,9.1,4899,0.75
0,1,1,1,2.0,5.2,5005,0.3
1,1,1,1,1.0,4.2,5024,0.2
0,0,0,3,5.0,7.9,4981,0.68
1,1,1,1,4.0,5.9,4900,0.41
0,1,1,2,4.0,6.3,4923,0.47
0,1,0,0,1.0,3.0,4845,0.17
1,0,0,2,6.0,6.8,4876,0.63
1,1,1,2,3.0,4.4,4833,0.25
1,1,0,3,6.0,5.3,4750,0.36
1,0,1,2,5.0,4.1,4965,0.32
1,1,1,1,3.0,5.2,4937,0.4
1,1,1,1,4.0,4.8,4713,0.33
0,1,0,0,2.0,3.8,4825,0.25
0,1,0,1,4.0,6.1,5026,0.39
0,1,0,3,4.0,4.7,4799,0.38
1,1,0,3,6.0,7.0,4859,0.59
0,1,0,2,4.0,6.2,4952,0.54
0,1,0,3,6.0,6.4,4924,0.51
1,1,0,1,1.0,0.0,4814,0.0
1,1,1,1,2.0,3.4,4959,0.28
1,1,0,1,3.0,3.9,4774,0.31
1,0,0,2,3.0,3.7,4782,0.28
1,1,0,3,6.0,7.3,4812,0.59
0,0,1,1,3.0,5.2,4900,0.31
1,1,1,2,5.0,3.9,4717,0.31
1,1,1,0,1.0,4.0,4766,0.26
0,1,1,2,4.0,5.9,4961,0.49
0,1,1,2,3.0,4.7,4797,0.36
1,1,1,3,5.0,6.4,5066,0.46
1,1,1,2,3.0,4.8,4880,0.44
1,1,0,1,1.0,1.7,5024,0.1
1,1,1,4,8.0,7.2,5007,0.64
1,0,1,3,4.0,5.2,4731,0.44
0,1,1,2,5.0,4.7,4944,0.42
1,1,1,1,4.0,3.3,4939,0.17
1,1,0,2,5.0,7.3,4902,0.63
1,0,1,2,5.0,5.3,4966,0.38
0,1,0,1,2.0,5.5,4865,0.47
1,0,1,1,3.0,3.6,4989,0.14
0,0,1,1,3.0,5.9,4841,0.25
1,1,0,0,2.0,4.9,5032,0.27
1,1,0,2,5.0,6.5,5008,0.51
1,1,1,1,4.0,6.3,5057,0.45
1,1,1,1,3.0,5.8,4830,0.4
1,1,1,3,6.0,4.8,4988,0.39
0,1,0,1,3.0,4.4,4862,0.31
0,1,1,5,10.0,5.9,4853,1.0
1,0,1,1,3.0,4.3,4768,0.39
0,0,1,2,4.0,5.2,5042,0.47
0,1,1,2,4.0,5.9,4889,0.17
0,1,0,1,3.0,6.6,4733,0.42
0,0,0,3,6.0,6.9,4938,0.63
1,1,1,4,7.0,7.7,4894,0.79
1,1,1,1,3.0,4.2,4738,0.37
1,0,1,1,3.0,6.5,4959,0.49
0,0,0,2,4.0,3.4,4938,0.16
0,0,0,3,4.0,5.7,4804,0.43
0,1,1,2,6.0,7.6,4880,0.7
0,1,1,4,7.0,6.2,4958,0.61
1,1,1,1,3.0,3.5,4897,0.29
0,1,1,2,5.0,7.6,4885,0.62
0,0,1,2,4.0,5.7,5067,0.43
0,0,0,1,4.0,4.9,4848,0.33
1,0,1,3,6.0,8.0,5048,0.65
1,0,0,3,5.0,5.9,4831,0.56
0,1,0,2,5.0,6.3,4824,0.59
1,1,1,1,2.0,3.5,5069,0.26
0,1,1,2,6.0,7.3,4766,0.58
0,1,0,3,7.0,8.4,4819,0.7
0,1,1,3,5.0,6.6,5017,0.48
0,1,1,2,4.0,5.9,5042,0.42
0,1,1,1,3.0,5.1,4798,0.3
1,1,1,1,2.0,4.3,4881,0.21
1,1,0,2,3.0,3.5,5042,0.3
0,0,1,2,5.0,5.9,4788,0.73
0,1,1,1,2.0,2.1,4911,0.17
0,1,1,0,1.0,5.9,4743,0.12
1,1,0,4,8.0,9.0,4800,0.75
1,0,1,1,2.0,3.8,5032,0.19
1,1,0,1,2.0,5.9,5002,0.12
0,0,1,2,4.0,5.9,4861,0.35
0,1,1,2,4.0,7.7,5057,0.59
1,0,0,1,2.0,6.4,5001,0.45
1,1,1,1,2.0,3.4,4734,0.17
0,1,1,1,2.0,4.5,5013,0.35
1,1,1,0,1.0,3.2,4976,0.17
0,1,1,2,6.0,7.4,4892,0.54
1,0,0,2,3.0,3.3,5038,0.15
0,1,1,2,5.0,7.0,4926,0.47
0,0,1,2,3.0,6.6,5023,0.47
1,1,0,2,5.0,8.3,5022,0.63
0,0,1,3,6.0,5.9,4784,0.39
0,1,0,3,7.0,8.1,5019,0.7
0,1,0,2,5.0,6.4,4889,0.53
0,0,1,4,8.0,8.7,4775,0.8
1,1,0,5,10.0,8.7,4884,0.84
0,0,1,2,4.0,7.0,4720,0.48
0,0,0,4,6.0,7.3,4838,0.61
0,0,1,1,2.0,3.1,4764,0.2
0,1,0,2,5.0,7.5,4803,0.61
0,1,0,4,7.0,8.4,4750,0.72
0,1,0,2,2.0,3.0,4843,0.23
0,1,1,3,4.0,5.9,5053,0.36
0,0,1,1,3.0,5.9,4878,0.5
1,0,1,2,4.0,5.2,5046,0.42
0,1,1,2,4.0,4.3,5048,0.32
1,1,1,0,1.0,4.7,5002,0.23
1,0,0,4,8.0,7.5,4886,0.75
0,0,0,0,2.0,5.9,4984,0.3
1,1,0,2,6.0,8.0,4759,0.63
0,0,1,3,6.0,4.7,4778,0.39
0,1,1,3,6.0,6.0,4909,0.45
1,1,1,2,3.0,4.6,5013,0.27
1,0,1,1,2.0,4.9,5062,0.28
0,1,0,5,10.0,9.1,4996,0.91
1,0,1,4,7.0,8.2,5030,0.81
0,1,0,2,4.0,4.9,4908,0.44
0,0,0,1,4.0,6.5,5024,0.53
1,1,1,3,5.0,5.9,4989,0.68
1,0,1,1,4.0,4.4,4710,0.31
1,0,0,3,4.0,6.6,4956,0.45
1,1,0,2,5.0,5.9,5057,0.54
0,0,1,3,5.0,5.9,4746,0.43
0,1,0,3,6.0,8.0,4992,0.67
0,1,1,2,2.0,2.6,4792,0.19
1,1,1,2,4.0,5.3,4810,0.41
0,0,0,4,8.0,9.1,4844,0.79
1,1,1,1,2.0,3.7,4792,0.19
0,1,0,3,6.0,7.6,4729,0.63
1,1,0,2,4.0,7.9,4946,0.66
0,1,1,3,5.0,3.9,4998,0.34
1,1,1,1,3.0,5.2,4908,0.48
1,1,1,1,4.0,5.5,4747,0.42
1,0,1,1,1.0,5.9,4774,0.22
1,1,1,2,5.0,5.2,4945,0.43
0,0,1,2,5.0,7.2,5029,0.6
0,1,1,1,3.0,3.8,4873,0.15
1,1,0,3,4.0,5.4,4819,0.46
1,1,1,1,2.0,3.0,5041,0.25
1,0,1,1,3.0,3.7,4994,0.31
1,1,1,3,5.0,5.0,5008,0.3
0,0,0,4,7.0,5.9,4984,0.58
1,1,1,3,5.0,5.9,4724,0.5
0,0,0,3,7.0,7.3,4990,0.73
0,1,0,3,6.0,8.0,4781,0.6
0,1,1,4,7.0,6.0,5051,0.53
1,1,1,2,3.0,6.4,4912,0.46
0,0,1,3,7.0,7.4,4808,0.55
0,1,1,2,4.0,5.7,4722,0.34
0,1,1,2,6.0,8.9,4961,0.7
0,1,1,0,1.0,5.9,4909,0.08
1,0,1,1,4.0,4.6,5010,0.31
1,0,1,3,7.0,8.1,4955,0.72
0,0,1,3,5.0,4.4,4751,0.27
0,0,1,1,2.0,2.8,4751,0.14
1,0,1,0,1.0,0.2,5066,0.0
1,1,1,3,5.0,5.7,5041,0.5
1,1,0,2,3.0,4.6,4941,0.27
1,1,1,2,4.0,6.5,5001,0.48
0,1,1,2,3.0,5.2,4789,0.44
1,0,0,2,3.0,4.2,4705,0.28
1,0,0,1,3.0,4.4,4902,0.38
0,1,1,0,1.0,1.7,4943,0.14
0,1,1,4,8.0,8.6,4904,0.73
1,0,1,0,1.0,0.7,5054,0.0
0,1,1,2,4.0,5.3,4734,0.36
0,1,1,2,5.0,6.2,4954,0.46
1,1,1,0,1.0,5.9,4946,0.14
1,1,0,2,4.0,4.7,4923,0.3
0,1,0,3,6.0,7.7,5023,0.58
1,1,0,4,9.0,8.8,4966,0.95
1,0,0,3,5.0,5.4,5037,0.46
1,1,1,3,4.0,5.9,4818,0.73
0,1,1,4,9.0,8.0,5002,0.84
0,1,1,1,4.0,1.5,4976,0.03
1,0,1,4,8.0,6.5,4845,0.56
1,1,1,2,5.0,5.3,4739,0.46
0,1,0,2,3.0,4.3,4705,0.28
1,1,1,2,4.0,5.0,4913,0.4
1,0,0,1,3.0,5.9,4812,0.55
1,0,0,3,6.0,7.6,4855,0.58
0,1,1,3,5.0,5.8,4980,0.41
1,1,1,2,3.0,7.1,4814,0.5
0,0,1,3,7.0,8.5,4937,0.8
0,1,1,2,5.0,4.5,4807,0.38
0,0,0,4,7.0,7.5,5011,0.6
1,1,1,0,1.0,1.0,4995,0.06
1,1,1,1,4.0,2.8,5051,0.09
0,1,0,2,5.0,7.9,4961,0.59
1,1,1,1,1.0,2.8,5019,0.17
0,0,1,0,2.0,2.1,4813,0.17
1,0,1,1,4.0,5.4,4903,0.38
0,1,1,1,3.0,2.9,4774,0.16
1,1,1,3,5.0,4.6,4734,0.34
0,1,0,3,4.0,6.9,5055,0.6
0,1,1,3,6.0,5.0,4904,0.33
1,1,1,2,4.0,5.6,4858,0.5
1,1,1,2,4.0,6.2,4707,0.39
1,0,1,1,4.0,5.8,4811,0.44
1,1,1,1,1.0,4.0,4931,0.25
1,1,0,3,6.0,5.4,4850,0.45
0,1,0,5,10.0,8.7,4826,0.92
1,0,1,2,4.0,5.6,4769,0.31
1,0,0,2,4.0,4.7,5025,0.26
1,0,1,2,5.0,5.3,4740,0.44
0,1,1,2,2.0,3.7,4893,0.16
1,1,1,1,1.0,3.6,4885,0.17
0,0,1,2,5.0,6.3,4770,0.62
0,1,1,3,4.0,5.7,4805,0.34
1,0,1,1,1.0,2.7,4837,0.18
0,1,0,1,3.0,4.5,4997,0.35
1,0,0,1,2.0,3.2,4772,0.15
1,1,1,0,2.0,3.0,4925,0.22
0,0,1,2,4.0,6.6,5013,0.52
0,1,1,3,4.0,5.8,4855,0.37
0,1,0,3,7.0,8.0,4760,0.71
1,1,0,2,5.0,8.2,4749,0.71
1,1,1,2,4.0,5.2,4983,0.32
1,1,0,1,3.0,5.0,5011,0.33
1,1,1,1,3.0,5.9,4819,0.42
0,1,1,0,1.0,2.2,4850,0.14
0,1,0,2,6.0,6.3,5018,0.6
1,1,1,2,3.0,1.7,4791,0.11
1,1,0,4,7.0,6.2,4736,0.58
1,1,1,1,2.0,4.7,4993,0.28
0,0,0,2,3.0,6.1,4843,0.42
1,1,1,0,1.0,1.6,4722,0.07
1,0,0,4,7.0,5.9,5044,0.57
0,1,0,3,5.0,6.5,4763,0.52
0,1,1,0,1.0,3.3,5012,0.22
0,1,0,2,4.0,5.9,4823,0.36
0,1,0,3,6.0,5.9,5049,0.48
0,0,0,2,6.0,7.7,4725,0.76
1,1,1,4,6.0,6.9,5014,0.64
0,0,0,3,8.0,9.4,4970,0.98
0,0,0,4,6.0,5.9,4933,0.69
1,1,0,2,5.0,8.2,4816,0.64
0,1,1,3,6.0,5.2,4904,0.41
1,0,1,2,2.0,4.9,4993,0.26
0,1,0,4,7.0,7.2,4799,0.58
1,0,0,4,8.0,8.3,4737,0.69
0,1,0,2,6.0,7.0,4846,0.52
0,0,1,3,6.0,8.1,4878,0.65
1,1,1,2,3.0,3.8,4729,0.24
0,0,0,4,5.0,6.9,4980,0.49
0,1,1,2,3.0,3.0,4904,0.12
0,1,1,4,7.0,7.1,4846,0.59
1,1,0,2,4.0,6.6,4833,0.44
0,1,1,4,7.0,6.8,4854,0.64
0,1,1,4,7.0,6.7,4728,0.51
1,0,1,1,3.0,4.9,4908,0.41
0,1,0,2,5.0,7.2,4944,0.55
1,1,1,2,3.0,1.0,4899,0.05
1,0,1,2,3.0,5.8,4777,0.47
0,1,0,5,9.0,8.6,4807,0.79
1,1,1,2,4.0,5.1,4749,0.31
1,1,0,2,4.0,7.5,4882,0.59
0,1,1,3,6.0,5.3,4839,0.44
0,0,1,1,3.0,4.8,4935,0.38
1,1,1,1,2.0,4.2,5030,0.3
0,0,0,2,5.0,7.9,4870,0.62
1,0,0,4,8.0,7.2,4761,0.69
1,1,0,2,4.0,5.2,4862,0.28
0,1,0,2,4.0,7.5,4867,0.6
0,1,1,1,4.0,5.4,5020,0.44
0,0,0,1,3.0,2.9,4735,0.24
0,0,0,2,4.0,5.9,5027,0.58
0,1,1,1,3.0,4.9,4845,0.43
1,1,0,0,1.0,3.6,4708,0.24
1,0,0,1,3.0,5.8,4920,0.36
1,1,0,3,5.0,4.5,4934,0.36
0,0,0,2,4.0,4.7,4715,0.33
1,0,1,2,5.0,5.9,5001,0.35
0,1,0,1,2.0,0.9,4926,0.04
1,0,1,0,1.0,3.6,5042,0.18
1,1,0,3,6.0,5.5,4890,0.5
0,1,1,2,4.0,5.6,4935,0.38
0,0,0,1,3.0,6.7,4996,0.53
0,0,1,2,5.0,5.9,4929,0.53
1,0,0,4,7.0,7.6,4870,0.63
0,1,0,1,3.0,6.3,4899,0.51
1,1,0,1,2.0,3.9,4917,0.3
0,1,1,1,3.0,5.5,5033,0.39
0,1,1,1,4.0,5.3,4833,0.36
0,1,1,1,2.0,5.9,4810,0.16
1,1,1,2,4.0,4.7,4794,0.36
1,1,1,2,4.0,3.8,4817,0.24
1,0,0,3,6.0,5.6,4816,0.51
1,1,1,5,9.0,9.4,4848,0.97
0,0,1,1,3.0,3.8,4923,0.31
1,0,0,4,4.0,8.7,5037,0.71
0,0,0,2,4.0,5.6,4747,0.39
1,0,1,1,3.0,6.1,5038,0.4
0,0,0,3,7.0,7.8,4837,0.75
1,1,1,2,3.0,5.8,5026,0.5
0,0,1,4,8.0,8.4,5048,0.73
0,1,0,4,8.0,6.8,4792,0.6
1,1,1,3,4.0,4.5,4776,0.38
1,1,0,1,3.0,6.6,4904,0.52
1,1,1,2,3.0,5.0,4979,0.29
1,0,1,1,3.0,5.5,4890,0.35
0,0,0,3,6.0,7.4,4941,0.64
1,0,1,1,4.0,4.9,4911,0.37
0,1,1,2,3.0,3.5,4904,0.22
0,1,1,1,3.0,6.3,4972,0.5
1,1,1,3,5.0,4.9,5003,0.36
1,1,0,2,6.0,7.2,4872,0.61
1,0,0,2,5.0,7.8,4905,0.7
0,1,0,3,5.0,6.2,4860,0.42
1,1,1,2,5.0,5.6,4983,0.53
1,1,0,4,8.0,9.1,4855,0.9
0,1,0,2,6.0,7.1,4713,0.55
0,0,1,2,5.0,5.0,4730,0.34
1,1,1,1,2.0,5.9,4993,0.27
0,1,1,3,6.0,4.3,4948,0.34
1,1,1,2,4.0,5.8,4723,0.4
0,1,0,1,1.0,2.2,4948,0.08
1,0,0,3,7.0,7.4,4721,0.56
1,1,1,0,2.0,2.1,4831,0.17
0,1,0,3,5.0,5.9,4843,0.42
0,1,0,3,6.0,5.9,5028,0.51
1,1,0,2,4.0,4.1,4940,0.19
0,0,0,2,5.0,7.7,5045,0.57
1,1,1,3,6.0,5.4,4731,0.41
1,0,0,2,5.0,7.1,4764,0.51
1,1,0,1,4.0,4.3,4928,0.19
0,1,0,0,1.0,2.4,4988,0.12
1,1,0,1,2.0,3.7,4960,0.24
0,1,1,1,3.0,6.3,4981,0.47
1,1,0,3,4.0,5.9,4875,0.38
1,1,0,1,2.0,3.3,4765,0.25
0,0,0,3,7.0,5.7,4834,0.51
0,1,1,1,4.0,5.6,4739,0.47
1,0,0,2,3.0,5.6,4871,0.49
1,1,0,4,6.0,6.2,4879,0.52
1,1,0,3,4.0,5.0,4845,0.36
0,1,0,2,6.0,6.6,4818,0.59
0,0,0,3,7.0,8.0,4985,0.7
1,1,1,1,3.0,5.1,4732,0.34
0,1,0,3,6.0,5.9,5003,0.69
1,1,1,0,2.0,3.8,4753,0.26
0,1,0,1,3.0,5.9,4742,0.51
0,0,0,3,6.0,7.2,4853,0.52
1,0,1,0,1.0,0.0,4791,0.03
0,1,1,3,6.0,5.9,4798,0.51
1,1,0,5,9.0,8.8,4747,0.94
1,1,0,3,7.0,8.8,5047,0.71
0,1,0,2,6.0,8.4,4961,0.64
0,1,0,2,5.0,5.5,5030,0.5
0,0,0,2,4.0,5.1,4872,0.38
1,0,1,1,2.0,3.1,5011,0.24
1,0,0,4,6.0,7.7,4785,0.67
0,1,0,4,7.0,5.9,4704,0.55
1,1,0,3,6.0,7.7,4918,0.61
1,1,0,3,5.0,4.3,4862,0.35
0,1,0,4,8.0,9.5,5048,0.95
1,1,1,2,4.0,6.5,4923,0.5
0,0,1,1,3.0,5.9,4764,0.43
1,1,1,0,1.0,1.2,4828,0.01
1,0,1,1,1.0,5.9,4729,0.0
0,1,1,0,1.0,5.1,4972,0.29
1,1,0,4,9.0,9.4,4740,0.93
1,1,0,2,4.0,6.3,4716,0.52
1,1,0,3,6.0,4.2,4873,0.37
1,0,0,2,5.0,5.9,4930,0.48
1,1,0,3,5.0,5.9,4801,0.65
0,1,1,3,4.0,5.3,4974,0.4
1,1,1,3,5.0,5.3,4715,0.45
1,0,1,3,4.0,4.6,4831,0.38
1,1,1,1,2.0,5.2,4865,0.42
0,0,1,2,3.0,5.9,4915,0.35
0,1,1,3,4.0,5.6,5018,0.46
0,1,0,0,1.0,0.0,4777,0.0
0,1,0,4,7.0,8.4,5021,0.69
0,1,0,3,6.0,7.0,5064,0.57
1,0,0,1,4.0,4.0,4978,0.33
0,1,1,3,6.0,7.3,4733,0.52
1,1,0,2,4.0,5.7,4866,0.39
0,0,1,3,5.0,5.5,4839,0.33
0,0,0,2,4.0,6.2,4963,0.38
1,0,0,3,7.0,5.9,4928,0.8
0,1,1,2,4.0,6.9,4727,0.69
0,0,1,2,5.0,6.5,4897,0.42
0,1,1,2,4.0,6.3,5002,0.59
1,1,1,1,4.0,6.0,4823,0.4
0,1,1,3,6.0,5.3,4916,0.47
0,0,0,4,8.0,9.2,4879,0.89
1,0,1,2,1.0,5.9,5041,0.08
0,1,0,3,5.0,6.2,4894,0.55
1,1,0,4,7.0,7.8,4715,0.65
1,0,0,3,6.0,8.7,4731,0.67
0,1,0,3,4.0,6.1,4843,0.44
0,0,0,1,3.0,5.4,4961,0.39
0,0,1,1,2.0,5.9,4938,0.1
0,0,0,1,3.0,7.5,4834,0.54
0,1,1,1,2.0,4.9,5054,0.3
0,1,0,3,5.0,5.6,4977,0.42
1,0,1,2,5.0,4.0,4820,0.3
1,1,1,2,5.0,6.2,4974,0.45
1,0,0,5,10.0,10.0,4852,0.94
1,0,0,4,7.0,6.3,4956,0.61
0,1,0,3,7.0,6.6,4822,0.54
0,1,1,3,5.0,5.9,4815,0.51
1,1,0,3,7.0,5.9,4719,0.53
1,1,1,2,5.0,8.0,5056,0.6
1,0,1,3,4.0,6.6,4745,0.45
0,1,0,4,7.0,6.4,4924,0.55
1,1,1,3,6.0,5.8,4920,0.46
1,0,1,3,6.0,6.6,4930,0.61
1,1,0,1,3.0,5.1,4966,0.3
1,1,1,2,5.0,5.8,4726,0.34
1,0,0,3,6.0,5.9,5014,0.66
0,0,1,2,4.0,7.1,4854,0.5
0,1,0,4,9.0,8.3,4726,0.71
1,0,1,2,4.0,6.9,5019,0.47
0,1,0,2,4.0,8.0,4899,0.67
1,1,1,1,2.0,4.9,4826,0.25
1,0,0,3,4.0,5.7,4821,0.44
0,1,1,2,4.0,5.9,4704,0.3
0,1,1,1,3.0,3.9,5064,0.33
0,0,1,1,3.0,5.1,4928,0.47
1,0,0,2,4.0,6.0,4970,0.43
0,0,1,0,1.0,4.1,4790,0.26
1,1,1,3,8.0,9.0,5056,0.85
1,0,0,3,5.0,7.1,4720,0.53
0,0,1,3,4.0,3.7,4907,0.26
1,1,0,2,3.0,3.1,4934,0.16
1,0,1,3,4.0,5.7,5021,0.4
1,1,1,3,4.0,5.6,4939,0.43
1,1,1,2,4.0,6.9,4866,0.48
0,1,1,0,1.0,3.0,4817,0.24
1,0,1,3,6.0,6.7,4917,0.55
1,0,0,3,7.0,6.4,4764,0.51
1,1,0,1,3.0,4.4,4799,0.38
1,0,0,2,4.0,8.1,4847,0.67
1,0,1,2,4.0,3.9,5069,0.23
1,0,0,4,9.0,5.9,4826,0.79
1,0,1,2,4.0,6.8,4769,0.65
0,0,0,2,3.0,5.3,4859,0.47
0,1,1,2,4.0,6.1,4771,0.39
0,1,0,2,4.0,5.7,4987,0.46
1,1,1,1,3.0,6.0,4925,0.36
1,1,0,5,9.0,8.1,4951,0.76
1,1,1,3,5.0,5.9,4830,0.41
